,result,golddiffat10,xpdiffat10,golddiffat15,xpdiffat15,position_bot,position_jng,position_mid,position_sup,position_top
6841,0,-76.0,325.0,-134.0,483.0,0,1,0,0,0
6842,0,-146.0,-445.0,278.0,-202.0,0,0,1,0,0
6843,0,-623.0,-185.0,-950.0,-143.0,1,0,0,0,0
6844,0,-447.0,-359.0,-565.0,-164.0,0,0,0,1,0
6850,0,-45.0,792.0,-330.0,571.0,0,0,0,0,1
6851,0,52.0,16.0,-678.0,-19.0,0,1,0,0,0
6852,0,539.0,311.0,63.0,348.0,0,0,1,0,0
6853,0,482.0,597.0,-387.0,-19.0,1,0,0,0,0
6854,0,195.0,503.0,-544.0,362.0,0,0,0,1,0
6860,0,-202.0,-294.0,-436.0,-387.0,0,0,0,0,1
6861,0,410.0,903.0,-502.0,-37.0,0,1,0,0,0
6862,0,-880.0,-964.0,-1682.0,-2077.0,0,0,1,0,0
6863,0,572.0,4.0,76.0,-532.0,1,0,0,0,0
6864,0,-1262.0,70.0,-2338.0,-942.0,0,0,0,1,0
6870,1,-520.0,-207.0,-701.0,-348.0,0,0,0,0,1
6871,1,-72.0,-345.0,111.0,-289.0,0,1,0,0,0
6872,1,-104.0,258.0,530.0,117.0,0,0,1,0,0
6873,1,874.0,610.0,966.0,1384.0,1,0,0,0,0
6874,1,727.0,-91.0,928.0,-251.0,0,0,0,1,0
6880,1,336.0,143.0,1105.0,465.0,0,0,0,0,1
6881,1,867.0,-235.0,1684.0,326.0,0,1,0,0,0
6882,1,322.0,-498.0,139.0,-781.0,0,0,1,0,0
6883,1,-531.0,473.0,-853.0,577.0,1,0,0,0,0
6884,1,1527.0,376.0,2964.0,945.0,0,0,0,1,0
6890,0,538.0,76.0,675.0,262.0,0,0,0,0,1
6891,0,-701.0,-800.0,-1433.0,-1481.0,0,1,0,0,0
6892,0,525.0,304.0,716.0,400.0,0,0,1,0,0
6893,0,-527.0,-193.0,-2199.0,-1072.0,1,0,0,0,0
6894,0,-450.0,-202.0,-988.0,-50.0,0,0,0,1,0
6900,0,-2651.0,-887.0,-1536.0,-18.0,0,0,0,0,1
6901,0,-984.0,-512.0,-1372.0,-1319.0,0,1,0,0,0
6902,0,-302.0,-366.0,-624.0,-977.0,0,0,1,0,0
6903,0,1203.0,232.0,1861.0,194.0,1,0,0,0,0
6904,0,-775.0,-77.0,-1251.0,-258.0,0,0,0,1,0
6910,0,435.0,672.0,-19.0,384.0,0,0,0,0,1
6911,0,109.0,-134.0,444.0,227.0,0,1,0,0,0
6912,0,-367.0,-125.0,-1058.0,-524.0,0,0,1,0,0
6913,0,511.0,224.0,993.0,-295.0,1,0,0,0,0
6914,0,273.0,103.0,409.0,74.0,0,0,0,1,0
6920,0,-196.0,-1030.0,-198.0,-1242.0,0,0,0,0,1
6921,0,392.0,665.0,265.0,699.0,0,1,0,0,0
6922,0,-567.0,-162.0,-195.0,-816.0,0,0,1,0,0
6923,0,151.0,586.0,518.0,818.0,1,0,0,0,0
6924,0,-318.0,-217.0,-76.0,61.0,0,0,0,1,0
6930,1,1996.0,519.0,908.0,-57.0,0,0,0,0,1
6931,1,179.0,240.0,-680.0,-909.0,0,1,0,0,0
6932,1,688.0,609.0,800.0,275.0,0,0,1,0,0
6933,1,-191.0,188.0,-1458.0,-1223.0,1,0,0,0,0
6934,1,812.0,149.0,413.0,-554.0,0,0,0,1,0
6940,1,369.0,236.0,-191.0,-42.0,0,0,0,0,1
6941,1,118.0,131.0,792.0,437.0,0,1,0,0,0
6942,1,-379.0,-189.0,-497.0,-337.0,0,0,1,0,0
6943,1,-951.0,-1000.0,-822.0,-665.0,1,0,0,0,0
6944,1,-166.0,-195.0,-52.0,266.0,0,0,0,1,0
6950,1,48.0,-265.0,770.0,-242.0,0,0,0,0,1
6951,1,294.0,1019.0,740.0,1259.0,0,1,0,0,0
6952,1,-263.0,-49.0,-53.0,270.0,0,0,1,0,0
6953,1,-33.0,-444.0,-455.0,-808.0,1,0,0,0,0
6954,1,-3.0,333.0,-209.0,365.0,0,0,0,1,0
6960,0,-349.0,-670.0,6.0,-522.0,0,0,0,0,1
6961,0,102.0,376.0,178.0,509.0,0,1,0,0,0
6962,0,33.0,-166.0,488.0,237.0,0,0,1,0,0
6963,0,-149.0,79.0,-294.0,122.0,1,0,0,0,0
6964,0,-232.0,-460.0,-166.0,-556.0,0,0,0,1,0
6970,0,469.0,-434.0,-220.0,-415.0,0,0,0,0,1
6971,0,-982.0,-1485.0,-1559.0,-1228.0,0,1,0,0,0
6972,0,-596.0,105.0,-953.0,190.0,0,0,1,0,0
6973,0,-566.0,-758.0,-1571.0,-1190.0,1,0,0,0,0
6974,0,-354.0,-59.0,-857.0,41.0,0,0,0,1,0
6980,0,-419.0,-1092.0,-373.0,-917.0,0,0,0,0,1
6981,0,-182.0,-270.0,215.0,-264.0,0,1,0,0,0
6982,0,87.0,540.0,328.0,1306.0,0,0,1,0,0
6983,0,-5.0,54.0,606.0,398.0,1,0,0,0,0
6984,0,-314.0,-163.0,42.0,-363.0,0,0,0,1,0
6990,1,-51.0,-377.0,548.0,-171.0,0,0,0,0,1
6991,1,1268.0,1644.0,1217.0,1437.0,0,1,0,0,0
6992,1,113.0,484.0,40.0,742.0,0,0,1,0,0
6993,1,195.0,-193.0,355.0,-714.0,1,0,0,0,0
6994,1,-239.0,-442.0,-228.0,105.0,0,0,0,1,0
7000,0,-175.0,-514.0,-468.0,-435.0,0,0,0,0,1
7001,0,81.0,127.0,465.0,-97.0,0,1,0,0,0
7002,0,-150.0,-342.0,-139.0,-611.0,0,0,1,0,0
7003,0,574.0,272.0,927.0,503.0,1,0,0,0,0
7004,0,-1284.0,-603.0,-1702.0,-1063.0,0,0,0,1,0
7010,1,1112.0,1097.0,1336.0,1040.0,0,0,0,0,1
7011,1,446.0,-47.0,723.0,387.0,0,1,0,0,0
7012,1,-365.0,-44.0,-978.0,-1130.0,0,0,1,0,0
7013,1,176.0,483.0,-7.0,438.0,1,0,0,0,0
7014,1,-102.0,120.0,161.0,412.0,0,0,0,1,0
7020,1,2.0,150.0,-610.0,-550.0,0,0,0,0,1
7021,1,578.0,922.0,902.0,1572.0,0,1,0,0,0
7022,1,-11.0,248.0,-77.0,389.0,0,0,1,0,0
7023,1,-92.0,-43.0,-217.0,330.0,1,0,0,0,0
7024,1,264.0,200.0,67.0,-844.0,0,0,0,1,0
7030,1,318.0,25.0,1695.0,45.0,0,0,0,0,1
7031,1,19.0,-76.0,472.0,740.0,0,1,0,0,0
7032,1,168.0,-197.0,559.0,130.0,0,0,1,0,0
7033,1,-671.0,-72.0,-1442.0,-306.0,1,0,0,0,0
7034,1,-153.0,-195.0,-113.0,-574.0,0,0,0,1,0
7040,1,687.0,-318.0,1394.0,722.0,0,0,0,0,1
7041,1,107.0,-91.0,183.0,544.0,0,1,0,0,0
7042,1,213.0,-154.0,13.0,-569.0,0,0,1,0,0
7043,1,81.0,-766.0,-461.0,-891.0,1,0,0,0,0
7044,1,-36.0,1062.0,-6.0,1021.0,0,0,0,1,0
7050,1,682.0,529.0,658.0,342.0,0,0,0,0,1
7051,1,399.0,-80.0,1576.0,360.0,0,1,0,0,0
7052,1,-537.0,-393.0,-75.0,-140.0,0,0,1,0,0
7053,1,272.0,-23.0,2002.0,1367.0,1,0,0,0,0
7054,1,39.0,74.0,62.0,450.0,0,0,0,1,0
7060,1,204.0,236.0,-73.0,522.0,0,0,0,0,1
7061,1,72.0,-126.0,1006.0,1092.0,0,1,0,0,0
7062,1,-561.0,-910.0,-394.0,-480.0,0,0,1,0,0
7063,1,874.0,334.0,1877.0,1622.0,1,0,0,0,0
7064,1,837.0,300.0,1692.0,190.0,0,0,0,1,0
7070,1,53.0,-86.0,325.0,-17.0,0,0,0,0,1
7071,1,335.0,975.0,502.0,1361.0,0,1,0,0,0
7072,1,140.0,468.0,301.0,478.0,0,0,1,0,0
7073,1,472.0,158.0,555.0,-128.0,1,0,0,0,0
7074,1,41.0,174.0,113.0,-321.0,0,0,0,1,0
7080,0,-70.0,285.0,733.0,857.0,0,0,0,0,1
7081,0,590.0,-269.0,628.0,-296.0,0,1,0,0,0
7082,0,-551.0,-597.0,-566.0,-1037.0,0,0,1,0,0
7083,0,-1136.0,-426.0,-1019.0,-645.0,1,0,0,0,0
7084,0,-533.0,-618.0,-398.0,-83.0,0,0,0,1,0
7090,0,-390.0,-552.0,-1867.0,-1276.0,0,0,0,0,1
7091,0,192.0,-361.0,-1119.0,-2219.0,0,1,0,0,0
7092,0,832.0,238.0,1167.0,666.0,0,0,1,0,0
7093,0,930.0,271.0,1047.0,264.0,1,0,0,0,0
7094,0,290.0,330.0,352.0,416.0,0,0,0,1,0
7100,0,-152.0,-671.0,-815.0,-1364.0,0,0,0,0,1
7101,0,5.0,91.0,730.0,575.0,0,1,0,0,0
7102,0,-130.0,-40.0,-319.0,-405.0,0,0,1,0,0
7103,0,135.0,36.0,216.0,-559.0,1,0,0,0,0
7104,0,406.0,831.0,711.0,741.0,0,0,0,1,0
7110,1,146.0,180.0,297.0,226.0,0,0,0,0,1
7111,1,785.0,85.0,534.0,-50.0,0,1,0,0,0
7112,1,314.0,-500.0,-211.0,-1348.0,0,0,1,0,0
7113,1,-69.0,-87.0,-195.0,55.0,1,0,0,0,0
7114,1,-222.0,-231.0,-450.0,-316.0,0,0,0,1,0
7120,0,-195.0,-432.0,-75.0,-901.0,0,0,0,0,1
7121,0,821.0,1197.0,920.0,1319.0,0,1,0,0,0
7122,0,485.0,103.0,838.0,908.0,0,0,1,0,0
7123,0,182.0,283.0,137.0,396.0,1,0,0,0,0
7124,0,-66.0,144.0,-100.0,216.0,0,0,0,1,0
7130,0,-312.0,-1071.0,-506.0,-1069.0,0,0,0,0,1
7131,0,48.0,-27.0,23.0,360.0,0,1,0,0,0
7132,0,-141.0,-492.0,-734.0,-1233.0,0,0,1,0,0
7133,0,389.0,462.0,-10.0,2.0,1,0,0,0,0
7134,0,68.0,267.0,-645.0,129.0,0,0,0,1,0
7140,1,901.0,658.0,606.0,347.0,0,0,0,0,1
7141,1,-82.0,-271.0,-358.0,-167.0,0,1,0,0,0
7142,1,252.0,407.0,313.0,53.0,0,0,1,0,0
7143,1,-678.0,-459.0,-1726.0,-1236.0,1,0,0,0,0
7144,1,256.0,171.0,694.0,1166.0,0,0,0,1,0
7150,0,-211.0,-303.0,-35.0,-85.0,0,0,0,0,1
7151,0,197.0,-544.0,441.0,-581.0,0,1,0,0,0
7152,0,-6.0,-339.0,-88.0,-813.0,0,0,1,0,0
7153,0,802.0,654.0,1428.0,342.0,1,0,0,0,0
7154,0,-89.0,323.0,73.0,898.0,0,0,0,1,0
7160,1,1280.0,990.0,1658.0,321.0,0,0,0,0,1
7161,1,-99.0,-77.0,522.0,191.0,0,1,0,0,0
7162,1,256.0,135.0,488.0,298.0,0,0,1,0,0
7163,1,-1005.0,-240.0,-1696.0,-1151.0,1,0,0,0,0
7164,1,962.0,458.0,1185.0,983.0,0,0,0,1,0
7170,1,803.0,397.0,727.0,-352.0,0,0,0,0,1
7171,1,444.0,-164.0,753.0,331.0,0,1,0,0,0
7172,1,436.0,86.0,-437.0,-1018.0,0,0,1,0,0
7173,1,2295.0,593.0,2361.0,1037.0,1,0,0,0,0
7174,1,621.0,798.0,659.0,403.0,0,0,0,1,0
7180,0,-1288.0,-889.0,-2761.0,-1723.0,0,0,0,0,1
7181,0,-1022.0,-550.0,-1290.0,-401.0,0,1,0,0,0
7182,0,488.0,-14.0,-902.0,-1428.0,0,0,1,0,0
7183,0,555.0,227.0,134.0,-312.0,1,0,0,0,0
7184,0,-748.0,-76.0,-1244.0,-338.0,0,0,0,1,0
7190,0,1007.0,232.0,1639.0,676.0,0,0,0,0,1
7191,0,91.0,152.0,-645.0,-328.0,0,1,0,0,0
7192,0,-289.0,-637.0,223.0,-1238.0,0,0,1,0,0
7193,0,45.0,101.0,427.0,-199.0,1,0,0,0,0
7194,0,-5.0,61.0,211.0,398.0,0,0,0,1,0
7200,0,-470.0,-398.0,-340.0,420.0,0,0,0,0,1
7201,0,5.0,-449.0,-154.0,-620.0,0,1,0,0,0
7202,0,-1058.0,-301.0,-755.0,-92.0,0,0,1,0,0
7203,0,-951.0,-999.0,-2551.0,-920.0,1,0,0,0,0
7204,0,168.0,-269.0,-62.0,-871.0,0,0,0,1,0
7210,0,-457.0,-207.0,-876.0,-809.0,0,0,0,0,1
7211,0,41.0,36.0,237.0,-195.0,0,1,0,0,0
7212,0,121.0,-228.0,338.0,-196.0,0,0,1,0,0
7213,0,-105.0,8.0,-576.0,-579.0,1,0,0,0,0
7214,0,-146.0,-75.0,-144.0,-356.0,0,0,0,1,0
7220,1,176.0,130.0,529.0,775.0,0,0,0,0,1
7221,1,2.0,-193.0,387.0,-181.0,0,1,0,0,0
7222,1,689.0,354.0,1201.0,416.0,0,0,1,0,0
7223,1,423.0,463.0,337.0,944.0,1,0,0,0,0
7224,1,149.0,99.0,423.0,-514.0,0,0,0,1,0
7230,1,48.0,-296.0,153.0,-235.0,0,0,0,0,1
7231,1,-134.0,426.0,-367.0,370.0,0,1,0,0,0
7232,1,322.0,247.0,379.0,42.0,0,0,1,0,0
7233,1,-311.0,-788.0,-724.0,-916.0,1,0,0,0,0
7234,1,-78.0,-142.0,72.0,147.0,0,0,0,1,0
7240,1,-213.0,59.0,-877.0,-141.0,0,0,0,0,1
7241,1,-470.0,-263.0,-472.0,71.0,0,1,0,0,0
7242,1,391.0,217.0,696.0,-183.0,0,0,1,0,0
7243,1,446.0,305.0,765.0,285.0,1,0,0,0,0
7244,1,101.0,231.0,509.0,673.0,0,0,0,1,0
7250,1,677.0,615.0,1249.0,637.0,0,0,0,0,1
7251,1,503.0,615.0,1061.0,769.0,0,1,0,0,0
7252,1,162.0,195.0,1564.0,1849.0,0,0,1,0,0
7253,1,273.0,-335.0,1728.0,634.0,1,0,0,0,0
7254,1,260.0,296.0,1041.0,828.0,0,0,0,1,0
7260,1,357.0,-62.0,961.0,308.0,0,0,0,0,1
7261,1,104.0,442.0,38.0,-50.0,0,1,0,0,0
7262,1,-156.0,-438.0,-193.0,178.0,0,0,1,0,0
7263,1,244.0,505.0,742.0,30.0,1,0,0,0,0
7264,1,-108.0,-202.0,67.0,-390.0,0,0,0,1,0
7270,1,230.0,-53.0,1527.0,820.0,0,0,0,0,1
7271,1,21.0,53.0,294.0,-266.0,0,1,0,0,0
7272,1,-320.0,-637.0,-394.0,-602.0,0,0,1,0,0
7273,1,1000.0,-120.0,1259.0,-373.0,1,0,0,0,0
7274,1,441.0,350.0,299.0,372.0,0,0,0,1,0
7280,1,312.0,215.0,59.0,-469.0,0,0,0,0,1
7281,1,90.0,-6.0,19.0,-841.0,0,1,0,0,0
7282,1,-422.0,-327.0,-629.0,-1158.0,0,0,1,0,0
7283,1,208.0,191.0,117.0,120.0,1,0,0,0,0
7284,1,173.0,-79.0,235.0,-417.0,0,0,0,1,0
7290,1,2129.0,950.0,2537.0,633.0,0,0,0,0,1
7291,1,1806.0,1495.0,2368.0,2367.0,0,1,0,0,0
7292,1,486.0,-572.0,920.0,305.0,0,0,1,0,0
7293,1,758.0,618.0,1748.0,1070.0,1,0,0,0,0
7294,1,492.0,631.0,758.0,754.0,0,0,0,1,0
7300,1,-222.0,411.0,229.0,564.0,0,0,0,0,1
7301,1,-748.0,-746.0,-847.0,-1021.0,0,1,0,0,0
7302,1,-348.0,-111.0,-757.0,-258.0,0,0,1,0,0
7303,1,236.0,-182.0,1129.0,442.0,1,0,0,0,0
7304,1,7.0,77.0,-135.0,63.0,0,0,0,1,0
7310,1,-85.0,-67.0,-382.0,-333.0,0,0,0,0,1
7311,1,-37.0,86.0,824.0,307.0,0,1,0,0,0
7312,1,116.0,298.0,-466.0,-24.0,0,0,1,0,0
7313,1,706.0,888.0,2619.0,1207.0,1,0,0,0,0
7314,1,61.0,-478.0,342.0,-173.0,0,0,0,1,0
7320,1,-350.0,300.0,-165.0,555.0,0,0,0,0,1
7321,1,544.0,759.0,1156.0,1128.0,0,1,0,0,0
7322,1,808.0,981.0,639.0,737.0,0,0,1,0,0
7323,1,598.0,329.0,907.0,-739.0,1,0,0,0,0
7324,1,456.0,447.0,351.0,-203.0,0,0,0,1,0
7330,0,-756.0,-781.0,-511.0,-273.0,0,0,0,0,1
7331,0,-150.0,-243.0,-729.0,-670.0,0,1,0,0,0
7332,0,-406.0,-375.0,-640.0,-1063.0,0,0,1,0,0
7333,0,296.0,-630.0,600.0,-386.0,1,0,0,0,0
7334,0,-1352.0,-432.0,-2431.0,-640.0,0,0,0,1,0
7340,1,215.0,284.0,624.0,398.0,0,0,0,0,1
7341,1,165.0,446.0,667.0,247.0,0,1,0,0,0
7342,1,730.0,-78.0,1658.0,622.0,0,0,1,0,0
7343,1,90.0,531.0,28.0,469.0,1,0,0,0,0
7344,1,69.0,162.0,221.0,685.0,0,0,0,1,0
7350,1,759.0,599.0,929.0,716.0,0,0,0,0,1
7351,1,-61.0,-329.0,481.0,-209.0,0,1,0,0,0
7352,1,723.0,1139.0,1460.0,1737.0,0,0,1,0,0
7353,1,330.0,497.0,1132.0,217.0,1,0,0,0,0
7354,1,-18.0,-278.0,208.0,11.0,0,0,0,1,0
7360,1,348.0,463.0,608.0,1188.0,0,0,0,0,1
7361,1,15.0,404.0,-161.0,299.0,0,1,0,0,0
7362,1,-45.0,200.0,364.0,474.0,0,0,1,0,0
7363,1,-679.0,-403.0,-248.0,-110.0,1,0,0,0,0
7364,1,-216.0,-335.0,-236.0,-190.0,0,0,0,1,0
7370,0,-250.0,16.0,-304.0,-211.0,0,0,0,0,1
7371,0,717.0,773.0,1129.0,1114.0,0,1,0,0,0
7372,0,-369.0,-627.0,-458.0,-918.0,0,0,1,0,0
7373,0,-373.0,-506.0,-1565.0,-479.0,1,0,0,0,0
7374,0,-306.0,-3.0,-806.0,-214.0,0,0,0,1,0
7380,0,474.0,369.0,1694.0,1153.0,0,0,0,0,1
7381,0,314.0,454.0,680.0,1057.0,0,1,0,0,0
7382,0,-403.0,-382.0,-468.0,-520.0,0,0,1,0,0
7383,0,66.0,256.0,-311.0,-415.0,1,0,0,0,0
7384,0,-60.0,594.0,-47.0,32.0,0,0,0,1,0
7390,1,592.0,-339.0,1260.0,187.0,0,0,0,0,1
7391,1,720.0,249.0,696.0,-432.0,0,1,0,0,0
7392,1,235.0,-114.0,872.0,147.0,0,0,1,0,0
7393,1,20.0,753.0,703.0,1014.0,1,0,0,0,0
7394,1,-207.0,-586.0,130.0,-1184.0,0,0,0,1,0
7400,1,-122.0,-379.0,1013.0,537.0,0,0,0,0,1
7401,1,94.0,-34.0,99.0,-43.0,0,1,0,0,0
7402,1,526.0,165.0,1643.0,989.0,0,0,1,0,0
7403,1,213.0,601.0,809.0,1276.0,1,0,0,0,0
7404,1,-58.0,132.0,531.0,907.0,0,0,0,1,0
7410,1,-717.0,101.0,-736.0,275.0,0,0,0,0,1
7411,1,-781.0,-1025.0,-356.0,-1006.0,0,1,0,0,0
7412,1,-380.0,-469.0,-405.0,-532.0,0,0,1,0,0
7413,1,938.0,544.0,977.0,471.0,1,0,0,0,0
7414,1,-292.0,-331.0,-735.0,-457.0,0,0,0,1,0
7420,0,488.0,413.0,435.0,468.0,0,0,0,0,1
7421,0,-340.0,349.0,-312.0,303.0,0,1,0,0,0
7422,0,-901.0,-7.0,-669.0,156.0,0,0,1,0,0
7423,0,-421.0,-322.0,-156.0,-396.0,1,0,0,0,0
7424,0,-1250.0,-1143.0,-2004.0,-1675.0,0,0,0,1,0
7430,1,343.0,-239.0,725.0,-51.0,0,0,0,0,1
7431,1,261.0,750.0,1521.0,1663.0,0,1,0,0,0
7432,1,630.0,491.0,1908.0,1712.0,0,0,1,0,0
7433,1,1194.0,631.0,2062.0,1615.0,1,0,0,0,0
7434,1,629.0,471.0,1187.0,532.0,0,0,0,1,0
7440,0,-936.0,12.0,-1022.0,-117.0,0,0,0,0,1
7441,0,56.0,233.0,32.0,-71.0,0,1,0,0,0
7442,0,566.0,575.0,360.0,402.0,0,0,1,0,0
7443,0,-1442.0,-723.0,-1719.0,-990.0,1,0,0,0,0
7444,0,-524.0,-498.0,-840.0,-171.0,0,0,0,1,0
7450,1,789.0,586.0,1623.0,1636.0,0,0,0,0,1
7451,1,364.0,165.0,608.0,1406.0,0,1,0,0,0
7452,1,125.0,179.0,228.0,160.0,0,0,1,0,0
7453,1,-121.0,-15.0,551.0,741.0,1,0,0,0,0
7454,1,-11.0,-160.0,7.0,-835.0,0,0,0,1,0
7460,0,-24.0,-241.0,-986.0,-969.0,0,0,0,0,1
7461,0,-92.0,-28.0,-772.0,-238.0,0,1,0,0,0
7462,0,-448.0,-97.0,-516.0,-403.0,0,0,1,0,0
7463,0,-111.0,-470.0,35.0,-277.0,1,0,0,0,0
7464,0,-216.0,-328.0,100.0,263.0,0,0,0,1,0
7470,1,374.0,582.0,1205.0,706.0,0,0,0,0,1
7471,1,821.0,1505.0,2098.0,1900.0,0,1,0,0,0
7472,1,554.0,-192.0,1012.0,96.0,0,0,1,0,0
7473,1,982.0,526.0,2556.0,2381.0,1,0,0,0,0
7474,1,-1154.0,-132.0,-130.0,645.0,0,0,0,1,0
7480,0,334.0,-324.0,-1020.0,-1612.0,0,0,0,0,1
7481,0,-382.0,-547.0,-963.0,-874.0,0,1,0,0,0
7482,0,-521.0,-242.0,-1120.0,-1236.0,0,0,1,0,0
7483,0,-457.0,48.0,-1317.0,-564.0,1,0,0,0,0
7484,0,-468.0,-62.0,-427.0,-439.0,0,0,0,1,0
7490,0,-843.0,-744.0,-1481.0,-1430.0,0,0,0,0,1
7491,0,-579.0,-1089.0,-367.0,-1703.0,0,1,0,0,0
7492,0,-8.0,624.0,-210.0,853.0,0,0,1,0,0
7493,0,-206.0,333.0,-946.0,-582.0,1,0,0,0,0
7494,0,-257.0,148.0,-645.0,517.0,0,0,0,1,0
7500,1,-990.0,-282.0,-628.0,390.0,0,0,0,0,1
7501,1,-74.0,-84.0,-203.0,-900.0,0,1,0,0,0
7502,1,13.0,37.0,-82.0,7.0,0,0,1,0,0
7503,1,132.0,226.0,158.0,156.0,1,0,0,0,0
7504,1,-297.0,500.0,-360.0,695.0,0,0,0,1,0
7510,1,-313.0,-129.0,-368.0,-1169.0,0,0,0,0,1
7511,1,572.0,459.0,1040.0,597.0,0,1,0,0,0
7512,1,156.0,-30.0,205.0,-520.0,0,0,1,0,0
7513,1,404.0,-40.0,1071.0,807.0,1,0,0,0,0
7514,1,14.0,77.0,441.0,523.0,0,0,0,1,0
7520,0,72.0,-540.0,426.0,-631.0,0,0,0,0,1
7521,0,-573.0,-316.0,-556.0,219.0,0,1,0,0,0
7522,0,-326.0,-397.0,-1036.0,-1150.0,0,0,1,0,0
7523,0,24.0,236.0,137.0,305.0,1,0,0,0,0
7524,0,230.0,-246.0,626.0,302.0,0,0,0,1,0
7530,0,434.0,389.0,786.0,381.0,0,0,0,0,1
7531,0,63.0,498.0,422.0,681.0,0,1,0,0,0
7532,0,-885.0,-560.0,-617.0,-139.0,0,0,1,0,0
7533,0,-994.0,23.0,-1625.0,-619.0,1,0,0,0,0
7534,0,967.0,294.0,1797.0,985.0,0,0,0,1,0
7540,1,107.0,-258.0,286.0,16.0,0,0,0,0,1
7541,1,412.0,363.0,461.0,466.0,0,1,0,0,0
7542,1,-66.0,-145.0,-321.0,-131.0,0,0,1,0,0
7543,1,182.0,268.0,96.0,456.0,1,0,0,0,0
7544,1,110.0,187.0,83.0,-377.0,0,0,0,1,0
7550,0,84.0,281.0,-289.0,-36.0,0,0,0,0,1
7551,0,-797.0,-724.0,-832.0,-512.0,0,1,0,0,0
7552,0,-118.0,-291.0,-209.0,505.0,0,0,1,0,0
7553,0,-584.0,-342.0,106.0,105.0,1,0,0,0,0
7554,0,-164.0,-691.0,-196.0,-1139.0,0,0,0,1,0
7560,0,-238.0,-356.0,-329.0,-244.0,0,0,0,0,1
7561,0,-318.0,-188.0,-506.0,-579.0,0,1,0,0,0
7562,0,-793.0,316.0,-1416.0,-466.0,0,0,1,0,0
7563,0,-445.0,-737.0,-631.0,-1125.0,1,0,0,0,0
7564,0,-91.0,-227.0,-40.0,53.0,0,0,0,1,0
7570,1,-355.0,-341.0,-762.0,-1596.0,0,0,0,0,1
7571,1,1286.0,2118.0,1440.0,1892.0,0,1,0,0,0
7572,1,-649.0,-867.0,-724.0,-1185.0,0,0,1,0,0
7573,1,-336.0,-691.0,-547.0,-1034.0,1,0,0,0,0
7574,1,-113.0,-84.0,230.0,397.0,0,0,0,1,0
7580,1,159.0,251.0,42.0,313.0,0,0,0,0,1
7581,1,180.0,392.0,82.0,-230.0,0,1,0,0,0
7582,1,-94.0,-154.0,941.0,-139.0,0,0,1,0,0
7583,1,223.0,258.0,1222.0,797.0,1,0,0,0,0
7584,1,128.0,846.0,648.0,1482.0,0,0,0,1,0
7590,1,-25.0,14.0,-717.0,-1158.0,0,0,0,0,1
7591,1,737.0,881.0,1119.0,581.0,0,1,0,0,0
7592,1,416.0,799.0,497.0,1454.0,0,0,1,0,0
7593,1,473.0,498.0,717.0,-106.0,1,0,0,0,0
7594,1,317.0,755.0,115.0,119.0,0,0,0,1,0
7600,0,-876.0,-629.0,-1633.0,-449.0,0,0,0,0,1
7601,0,-318.0,40.0,-678.0,258.0,0,1,0,0,0
7602,0,-132.0,-158.0,-742.0,-695.0,0,0,1,0,0
7603,0,-1103.0,-274.0,-1797.0,-989.0,1,0,0,0,0
7604,0,-162.0,7.0,-409.0,422.0,0,0,0,1,0
7610,1,1032.0,560.0,1187.0,807.0,0,0,0,0,1
7611,1,-249.0,-1175.0,-428.0,-1962.0,0,1,0,0,0
7612,1,792.0,438.0,825.0,599.0,0,0,1,0,0
7613,1,464.0,353.0,677.0,204.0,1,0,0,0,0
7614,1,160.0,-67.0,526.0,-890.0,0,0,0,1,0
7620,1,-27.0,-187.0,157.0,-978.0,0,0,0,0,1
7621,1,582.0,-192.0,943.0,637.0,0,1,0,0,0
7622,1,-85.0,241.0,429.0,699.0,0,0,1,0,0
7623,1,-382.0,13.0,819.0,347.0,1,0,0,0,0
7624,1,843.0,744.0,1356.0,1193.0,0,0,0,1,0
7630,0,76.0,117.0,23.0,-33.0,0,0,0,0,1
7631,0,696.0,822.0,1090.0,1265.0,0,1,0,0,0
7632,0,-87.0,-100.0,118.0,-436.0,0,0,1,0,0
7633,0,-133.0,103.0,-300.0,-9.0,1,0,0,0,0
7634,0,-49.0,-402.0,72.0,-354.0,0,0,0,1,0
7640,1,316.0,499.0,319.0,409.0,0,0,0,0,1
7641,1,137.0,833.0,657.0,2025.0,0,1,0,0,0
7642,1,47.0,-646.0,768.0,-80.0,0,0,1,0,0
7643,1,91.0,60.0,145.0,-296.0,1,0,0,0,0
7644,1,-1.0,32.0,149.0,549.0,0,0,0,1,0
7650,0,-303.0,294.0,-459.0,285.0,0,0,0,0,1
7651,0,-427.0,-625.0,-754.0,-1253.0,0,1,0,0,0
7652,0,0.0,-425.0,-74.0,-142.0,0,0,1,0,0
7653,0,-1199.0,-164.0,-1952.0,-1163.0,1,0,0,0,0
7654,0,929.0,104.0,1324.0,749.0,0,0,0,1,0
7660,1,972.0,836.0,929.0,71.0,0,0,0,0,1
7661,1,280.0,188.0,522.0,371.0,0,1,0,0,0
7662,1,283.0,344.0,1081.0,767.0,0,0,1,0,0
7663,1,-231.0,-324.0,873.0,99.0,1,0,0,0,0
7664,1,-8.0,64.0,53.0,463.0,0,0,0,1,0
7670,0,36.0,-752.0,-153.0,-884.0,0,0,0,0,1
7671,0,-606.0,-197.0,-255.0,132.0,0,1,0,0,0
7672,0,-355.0,-499.0,-830.0,-1626.0,0,0,1,0,0
